Year,Name,College,POS,Height (in),Weight (lbs),Hand Size (in),Arm Length (in),Wonderlic,40 Yard,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone,60Yd Shuttle
2021,Justin Henderson,Louisiana Tech,RB,67.75,220,9.250,30.875,,4.65,26,32.0,118,4.59,7.22,
2021,Khalil Herbert,Virginia Tech,RB,68.88,210,8.625,31.250,,4.50,22,33.0,115,4.34,6.90,
2021,Chandon Herring,Brigham Young,OT,78.75,307,9.250,33.750,,5.05,26,29.0,113,4.69,7.65,
2021,Malik Herring,Georgia,DE,75.25,275,10.500,32.500,,,,,136,,,
2021,Jarrod Hewitt,Virginia Tech,DT,73.38,290,9.375,31.000,,5.02,,26.0,104,4.76,7.98,
2021,Kylin Hill,Mississippi State,RB,70.50,214,9.625,30.500,,4.57,22,36.0,122,4.35,7.20,
2021,Trey Hill,Georgia,C,75.50,319,9.375,33.625,,5.46,17,,118,4.95,8.29,
2021,Justin Hilliard,Ohio State,OLB,72.50,229,9.000,31.375,,4.81,27,34.5,116,4.39,7.21,
2021,Nate Hobbs,Illinois,CB,71.38,196,9.500,31.500,,4.48,17,40.5,135,4.17,6.85,
2021,Jared Hocker,Texas A&M,OG,78.00,327,11.000,33.125,,5.37,,30.0,103,4.76,7.58,
2021,Tristen Hoge,Brigham Young,OG,76.75,306,10.750,33.000,,5.22,29,26.0,105,4.85,7.90,
2021,Jevon Holland,Oregon,FS,72.63,207,9.125,31.500,,4.47,19,35.5,126,4.16,,
2021,Jaycee Horn,South Carolina,CB,72.75,205,9.125,33.000,,4.40,19,41.5,133,,,
2021,Eli Howard,Texas Tech,DT,75.25,276,9.625,32.375,,5.22,28,29.5,110,4.55,7.33,
2021,Chuba Hubbard,Oklahoma State,RB,72.00,210,9.000,32.000,,4.51,20,36.0,120,4.30,7.28,
2021,Talanoa Hufanga,Southern California,SS,72.38,199,9.875,32.000,,4.64,12,35.5,128,4.39,6.96,
2021,Creed Humphrey,Oklahoma,C,76.25,302,9.625,32.500,,5.11,29,33.0,112,4.49,7.50,
2021,Sadarius Hutcherson,South Carolina,OG,75.38,321,9.000,32.375,,5.01,35,31.5,106,,,
2021,Josh Imatorbhebhe,Illinois,WR,72.88,218,9.250,32.375,,4.53,24,46.5,134,4.38,7.10,
2021,Alaric Jackson,Iowa,OT,77.50,321,9.500,32.500,,5.40,20,25.0,103,4.92,7.69,
2021,Deon Jackson,Duke,RB,71.00,218,9.250,30.250,,4.42,18,36.0,123,4.40,7.14,
2021,Drake Jackson,Kentucky,C,73.88,293,8.250,31.125,,,,31.5,123,,,
2021,Tarron Jackson,Coastal Carolina (SC),DE,74.13,254,10.125,33.250,,4.71,25,29.5,118,4.46,7.44,
2021,Warren Jackson,Colorado State,WR,78.00,219,9.375,33.500,,4.72,11,33.5,123,4.51,7.71,
2021,Jerry Jacobs,Arkansas,CB,70.25,208,9.375,30.625,,4.53,20,34.5,120,4.33,6.95,
2021,Brenden Jaimes,Nebraska,OT,77.00,298,10.000,32.625,,,25,30.5,112,4.50,7.46,
2021,Terrell Jana,Virginia,WR,71.13,195,9.125,31.750,,4.69,17,32.0,110,4.13,7.05,
2021,Shemar Jean-Charles,Appalachian State (NC),CB,70.38,184,8.750,30.875,,4.52,19,35.0,124,4.33,7.15,
2021,Teven Jenkins,Oklahoma State,OT,77.88,317,9.500,33.500,,5.01,36,32.5,106,4.68,7.69,
2021,Buddy Johnson,Texas A&M,ILB,72.50,229,9.875,31.500,,4.58,,38.5,128,4.07,7.09,
2021,Cade Johnson,South Dakota State,WR,70.63,184,9.375,29.250,,4.51,11,35.0,114,,,
2021,Dwayne Johnson,San Diego State,SS,73.38,207,9.875,32.250,,4.71,17,32.5,120,4.63,7.35,
2021,Josh Johnson,Louisiana-Monroe,RB,68.88,209,8.750,29.625,,4.61,22,35.5,115,4.40,7.16,
2021,Mustafa Johnson,Colorado,DT,72.13,280,10.250,32.125,,,27,29.0,103,4.53,7.19,
2021,Patrick Johnson,Tulane (LA),OLB,74.00,240,10.000,32.000,,4.66,16,35.0,119,4.45,6.96,
2021,Raymond Johnson,Georgia Southern,DE,74.50,260,9.375,33.250,,4.78,19,33.0,115,4.71,7.21,
2021,Braylon Jones,Houston,OG,75.38,301,9.750,33.375,,5.33,18,26.5,108,4.75,7.69,
2021,Ernest Jones,South Carolina,ILB,73.50,230,10.375,33.375,,4.72,19,38.5,126,4.38,7.49,
2021,Kobe Jones,Mississippi State,DE,75.25,255,9.500,34.500,,,15,28.0,113,4.63,7.51,
2021,Naquan Jones,Michigan State,DT,75.38,313,9.875,33.000,,5.46,20,25.0,100,4.80,,
2021,Robert Jones,Middle Tennessee State,OG,76.25,307,9.625,33.375,,5.32,,31.0,101,4.84,8.16,
2021,Tim Jones,Southern Mississippi,WR,72.75,203,9.500,31.375,,4.47,17,40.0,124,4.14,7.02,
2021,Brevin Jordan,Miami (FL),TE,74.63,247,9.750,32.875,,4.68,17,34.0,116,4.50,7.57,
2021,Kelvin Joseph,Kentucky,CB,71.50,197,9.250,31.875,,4.35,,35.0,128,4.23,7.21,
2021,Hunter Kampmoyer,Oregon,TE,76.38,243,9.125,31.375,,4.83,21,31.0,113,4.56,7.28,
2021,Isaiah Kaufusi,Brigham Young,OLB,73.88,221,9.125,31.875,,4.80,19,30.5,117,4.55,7.01,
2021,Xavier Kelly,Arkansas,DT,76.63,306,10.125,33.375,,,27,27.0,99,,,
2021,Carlo Kemp,Michigan,DT,74.50,281,9.625,30.125,,5.07,27,28.5,97,4.57,7.33,
2021,Brandon Kennedy,Tennessee,C,74.00,286,9.250,31.875,,5.32,22,25.0,100,4.92,8.36,
2021,Alex Kessman,Pittsburgh,K,74.25,189,9.250,31.500,,,,,108,,,
2021,Devon Key,Western Kentucky,SS,71.63,208,9.250,30.750,,4.56,20,38.0,123,4.15,7.13,
2021,Malcolm Koonce,Buffalo,DE,74.25,249,9.625,33.375,,,,,115,,,
2021,Tommy Kraemer,Notre Dame,OG,77.50,309,10.625,33.500,,,,,115,,,
2021,Tanner Kuljian,San Diego State,P,69.75,178,9.000,27.875,,,,,119,,,
2021,Trey Lance,North Dakota State,QB,75.88,224,9.125,31.500,,,,,131,,,
2021,Ryan Langan,Georgia Southern,LS,73.13,237,9.000,30.000,,5.14,,,102,,,
2021,Nolan Laufenberg,Air Force,OG,76.13,312,9.750,32.250,,5.34,,29.5,105,4.77,7.70,
2021,Trevor Lawrence,Clemson,QB,77.63,213,,,,,,38.5,119,,,
2021,Alex Leatherwood,Alabama,OT,77.13,312,9.500,33.875,,5.01,,34.5,118,4.65,7.45,
2021,Richard LeCounte,Georgia,SS,61.50,196,9.000,31.625,,4.79,,32.5,128,4.49,7.44,
2021,Thomas Leggett,Texas Tech,FS,71.63,196,9.375,30.125,,4.58,20,36.5,116,4.35,7.25,
2021,Deommodore Lenoir,Oregon,CB,70.25,199,9.750,30.625,,4.45,15,34.5,121,4.34,7.02,
2021,Walker Little,Stanford,OT,79.38,313,10.125,33.750,,5.30,24,29.5,111,4.59,7.44,
2021,Roy Lopez,Arizona,DT,73.63,304,9.875,32.000,,5.19,36,31.0,105,4.51,7.39,
2021,Isaiahh Loudermilk,Wisconsin,DE,78.38,274,10.000,32.625,,5.08,21,28.5,112,4.55,7.52,
2021,Branden Mack,Temple,WR,77.00,217,9.250,32.125,,4.66,11,31.0,115,4.37,7.13,
2021,CJ Marable,Coastal Carolina (SC),RB,66.88,195,9.250,29.500,,4.58,17,36.0,116,4.34,7.32,
2021,Terrace Marshall,Louisiana State,WR,74.50,205,9.500,32.750,,4.40,19,39.0,125,,,
2021,Jah-Maine Martin,North Carolina A&T,RB,69.13,203,,,,,,,127,,,
2021,Ben Mason,Michigan,FB,74.75,246,9.375,32.625,,4.77,29,37.5,117,4.44,6.89,
2021,Jalen Mayfield,Michigan,OT,77.25,326,9.750,32.625,,5.39,,28.5,96,4.91,7.86,
2021,Richard McBryde,Southern Methodist (TX),ILB,72.63,226,9.000,30.625,,4.93,16,27.5,114,4.65,7.43,
2021,Mac McCain,North Carolina A&T,CB,71.00,186,9.250,31.000,,4.48,13,35.5,123,4.20,7.09,
2021,Leighton McCarthy,Florida Atlantic,OLB,74.00,226,9.750,33.000,,4.88,24,41.0,127,4.71,7.09,
2021,Khalil McClain,Troy (AL),WR,74.88,214,9.625,31.875,,4.70,15,32.0,114,4.50,7.72,
2021,Nick McCloud,Notre Dame,CB,72.13,193,9.500,31.875,,4.46,12,34.0,124,4.16,6.93,
2021,Ryan McCollum,Texas A&M,C,77.25,307,10.250,33.625,,5.30,20,29.5,98,4.80,7.71,
2021,Sandon McCoy,Army,FB,70.25,215,9.125,32.000,,4.78,18,32.0,114,4.56,7.47,
2021,Greg McCrae,Central Florida,RB,69.88,182,8.875,30.875,,4.54,,37.5,124,4.37,6.88,
2021,Nate McCrary,Saginaw Valley State (MI),RB,72.25,213,9.250,30.000,,4.52,19,34.0,123,4.19,6.94,
2021,Tre McKitty,Georgia,TE,76.25,246,11.000,32.750,,,23,,118,,,
2021,Romeo McKnight,North Carolina Charlotte,DE,76.13,252,10.500,31.500,,4.98,,38.0,118,7.20,7.06,
2021,Racey McMath,Louisiana State,WR,74.50,211,8.875,32.000,,4.39,,34.0,125,4.40,7.37,
2021,Alim McNeill,North Carolina State,DT,73.88,317,9.375,32.625,,5.00,27,30.5,108,4.65,7.68,
2021,Zech McPhearson,Texas Tech,CB,70.88,191,8.750,30.750,,4.50,14,40.5,130,4.03,6.84,
2021,Quinn Meinerz,Wisconsin-Whitewater,C,74.88,320,10.250,33.375,,4.99,,32.0,111,4.58,7.54,
2021,Michal Menet,Penn State,C,76.13,301,10.000,31.500,,,26,,126,,,
2021,Forrest Merrill,Arkansas State,DT,72.00,322,9.250,32.000,,5.30,36,26.5,101,4.81,8.24,
2021,Bryan Mills,North Carolina Central,CB,73.13,174,9.000,32.000,,4.60,2,37.0,124,4.31,7.20,
2021,Andre Mintze,Vanderbilt,DE,74.63,253,9.875,32.750,,4.59,18,,119,,,
2021,Elijah Mitchell,Louisiana-Lafayette,RB,70.25,201,9.750,31.000,,4.35,17,37.5,128,4.20,6.94,
2021,Osirus Mitchell,Mississippi State,WR,77.00,206,10.875,34.375,,4.61,12,35.5,128,4.34,7.12,
2021,Trevon Moehrig,Texas Christian,FS,72.63,202,9.750,30.625,,4.52,14,33.0,128,4.19,,
2021,Elijah Molden,Washington,CB,69.50,192,9.500,29.500,,,13,36.5,125,,,
2021,Kellen Mond,Texas A&M,QB,74.63,211,9.375,33.500,,4.62,,,122,,,
2021,Briley Moore,Kansas State,TE,76.25,240,9.875,31.000,,4.66,26,37.5,123,4.37,7.24,
2021,Dan Moore,Texas A&M,OT,77.63,311,10.250,34.500,,5.21,28,30.5,110,4.73,7.56,
2021,David Moore,Grambling State (LA),OG,73.63,330,9.625,34.125,,5.19,31,27.5,105,4.90,8.06,
2021,Elijah Moore,Mississippi,WR,69.50,178,9.375,30.125,,4.35,17,36.0,121,4.00,6.67,
2021,Jaylon Moore,Western Michigan,OT,76.13,311,11.000,33.375,,5.27,27,30.5,106,4.63,7.77,
2021,Rondale Moore,Purdue,WR,67.00,181,8.750,28.250,,4.32,,42.5,126,4.10,6.68,
2021,Quintin Morris,Bowling Green (OH),FB,74.25,243,10.375,33.125,,4.66,22,34.0,119,4.65,7.09,
2021,Jimmy Morrissey,Pittsburgh,C,75.25,303,10.000,32.750,,5.31,26,31.0,105,4.47,7.39,
2021,Dylan Moses,Alabama,ILB,73.75,235,9.250,31.875,,,,,126,,,
2021,Israel Mukuamu,South Carolina,CB,76.13,212,9.375,34.000,,,13,36.5,119,,,
2021,Marcus Murphy,Mississippi State,SS,71.25,198,8.750,31.625,,4.54,11,38.5,121,4.30,7.14,
2021,Josh Myers,Ohio State,C,77.25,310,10.375,32.000,,,29,,119,,,
2021,Hamsah Nasirildeen,Florida State,SS,75.25,215,10.000,34.250,,,17,32.0,106,4.27,7.05,
2021,Lorenzo Neal,Purdue,DT,74.38,318,10.125,32.000,,5.63,27,25.5,101,4.88,8.03,
2021,Jamie Newman,Wake Forest,QB,74.88,234,9.750,30.500,,,,,114,,,
2021,Royce Newman,Mississippi,OG,77.25,310,9.000,33.750,,5.15,23,28.0,104,4.75,7.91,
2021,Dazz Newsome,North Carolina,WR,70.13,190,9.000,29.875,,4.59,12,34.0,121,4.39,7.39,
2021,Nick Niemann,Iowa,OLB,75.00,234,9.125,32.625,,4.51,19,33.5,121,4.23,6.67,
2021,Tre Nixon,Central Florida,WR,72.13,187,9.125,31.750,,4.44,18,35.5,125,4.25,6.81,
2021,Quinn Nordin,Michigan,K,72.75,193,9.000,32.250,,,,,121,,,
2021,Antonio Nunn,Buffalo,WR,71.00,204,8.875,31.000,,4.50,15,33.5,120,4.32,7.12,
2021,Dayo Odeyingbo,Vanderbilt,DE,77.13,276,10.125,35.250,,,,,116,,,
2021,Osa Odighizuwa,UCLA,DE,73.63,282,10.375,34.125,,,25,31.5,120,4.44,7.57,
2021,Amen Ogbongbemiga,Oklahoma State,ILB,72.88,231,9.375,32.750,,4.66,24,32.0,112,4.27,7.31,
2021,Adetokunbo Ogundeji,Notre Dame,DE,76.50,260,9.625,35.250,,4.80,22,32.0,120,4.65,7.19,
2021,Levi Onwuzurike,Washington,DT,74.88,290,10.125,33.000,,4.88,29,30.0,109,,,
2021,Jeremiah Owusu-Koramoah,Notre Dame,OLB,73.50,221,8.875,33.000,,,,36.5,124,4.15,,
2021,Josh Palmer,Tennessee,WR,73.25,210,9.625,33.000,,4.52,,34.0,124,4.24,6.98,
2021,AJ Parker,Kansas State,CB,71.25,182,7.375,30.625,,4.53,10,33.5,117,4.37,7.02,
2021,Micah Parsons,Penn State,OLB,75.13,246,11.000,31.500,,4.36,19,34.0,126,4.40,6.96,
2021,Riley Patterson,Memphis,K,70.25,181,8.375,30.500,,,,,124,,,
2021,Kwity Paye,Michigan,DE,74.50,261,10.000,33.000,,4.57,36,35.5,118,,,
2021,Jordyn Peters,Auburn,FS,72.75,202,9.375,32.750,,4.70,7,39.5,124,4.47,7.14,
2021,Antonio Phillips,Ball State (IN),CB,71.38,193,9.375,31.375,,,,,116,,,
2021,Jaelan Phillips,Miami (FL),DE,77.50,260,9.750,33.250,,4.58,21,36.0,125,4.18,7.13,
2021,Whop Philyor,Indiana,WR,69.63,184,9.250,30.625,,4.58,14,31.0,120,4.38,7.20,
2021,Nick Pickett,Oregon,SS,72.50,201,8.625,32.750,,4.65,18,35.5,119,4.43,7.40,
2021,Jason Pinnock,Pittsburgh,CB,72.50,204,9.125,32.375,,4.49,15,39.5,128,4.10,6.90,
2021,Kyle Pitts,Florida,TE,77.63,245,10.625,33.500,,4.44,22,33.5,129,4.35,7.12,
2021,Tony Poljan,Virginia,TE,78.75,251,9.375,33.500,,4.89,23,33.5,113,4.50,7.34,
2021,Cornell Powell,Clemson,WR,72.25,204,10.000,32.750,,4.53,16,36.5,128,4.21,7.03,
2021,Adam Prentice,South Carolina,FB,71.50,251,9.125,32.000,,4.83,21,35.5,116,4.58,7.22,
2021,Blake Proehl,East Carolina (NC),WR,73.88,186,9.000,31.500,,4.47,12,36.0,126,4.20,7.00,
2021,Dillon Radunz,North Dakota State,OT,77.75,301,9.125,34.000,,5.16,24,32.0,112,4.57,7.26,
2021,Trey Ragas,Louisiana-Lafayette,RB,70.13,218,8.875,29.750,,4.63,23,33.5,117,4.50,7.15,
2021,John Raine,Northwestern,FB,73.00,231,9.250,31.375,,5.05,15,31.0,107,4.54,7.32,
2021,Peyton Ramsey,Northwestern,QB,73.88,215,9.000,31.750,,4.77,,28.0,108,4.41,7.28,
2021,Kenny Randall,Charleston (WV),DT,73.63,302,10.250,32.750,,5.04,29,34.0,117,4.70,7.59,
2021,Hamilcar Rashed,Oregon State,OLB,74.38,251,10.125,33.750,,4.62,25,35.5,128,4.50,7.51,
2021,Justus Reed,Virginia Tech,DE,75.00,253,9.250,35.250,,4.81,22,30.5,117,4.62,7.44,
2021,Monty Rice,Georgia,ILB,72.38,233,8.625,30.750,,4.58,,32.0,121,4.33,7.34,
2021,Max Richardson,Boston College,ILB,71.75,223,9.625,30.750,,4.83,24,34.0,121,4.24,7.20,
2021,Aaron Robinson,Central Florida,CB,71.50,186,8.750,30.250,,4.39,15,37.0,123,4.31,6.90,
2021,Curtis Robinson,Stanford,ILB,75.13,236,10.000,31.625,,4.60,22,37.5,117,4.26,7.00,
2021,Janarius Robinson,Florida State,DE,77.38,266,10.875,35.250,,4.69,25,34.0,121,4.46,7.31,
2021,Quincy Roche,Miami (FL),OLB,74.63,245,9.250,32.250,,4.69,23,32.5,119,4.50,7.20,
2021,Robert Rochell,Central Arkansas,CB,71.75,193,8.750,32.375,,4.41,9,43.0,133,4.08,6.84,
2021,Amari Rodgers,Clemson,WR,69.50,212,9.500,30.375,,4.52,19,33.0,121,4.31,7.07,
2021,Asim Rose,Kentucky,RB,73.00,215,9.375,31.250,,4.53,24,34.0,120,4.62,7.26,
2021,Larry Rountree,Missouri,RB,70.63,211,9.125,30.750,,4.70,18,30.0,108,4.47,6.96,
2021,Greg Rousseau,Miami (FL),DE,78.63,266,11.125,34.375,,4.68,21,30.0,115,4.53,7.50,
2021,Cameron Sample,Tulane (LA),DE,74.75,267,9.750,33.375,,4.83,23,37.0,116,4.51,7.40,
2021,Asante Samuel,Florida State,CB,70.13,180,8.875,30.125,,4.41,12,35.0,124,4.09,6.98,
2021,Mekhi Sargent,Iowa,RB,68.38,208,9.375,30.375,,4.69,18,33.5,113,4.30,7.08,
2021,Ry Schneider,Oklahoma State,C,74.38,312,10.250,32.875,,5.67,26,23.5,85,5.37,8.51,
2021,Jordon Scott,Oregon,DT,72.00,311,9.375,31.375,,,23,,115,,,
2021,Joe Sculthorpe,North Carolina State,OG,74.25,295,9.125,31.250,,5.26,23,28.0,105,4.63,7.69,
2021,Trey Sermon,Ohio State,RB,72.38,215,9.375,33.375,,4.61,,37.0,125,4.30,6.84,
2021,Penei Sewell,Oregon,OT,76.88,331,10.375,33.250,,5.10,30,28.0,109,4.68,7.76,
2021,Tyler Shelvin,Louisiana State,DT,74.13,350,10.250,33.625,,5.41,,28.5,97,5.08,8.15,
2021,Jamien Sherwood,Auburn,SS,73.75,216,10.000,34.000,,4.76,15,36.0,123,4.36,7.15,
2021,Antjuan Simmons,Michigan State,ILB,71.63,218,9.750,30.750,,4.88,15,32.0,112,4.27,7.31,
2021,T.J. Simmons,West Virginia,WR,73.38,208,9.375,32.000,,4.59,13,32.0,120,4.55,7.22,
2021,Bennett Skowronek,Notre Dame,WR,74.88,220,10.125,33.250,,,13,,118,,,
2021,Rashawn Slater,Northwestern,OG,76.25,304,10.500,33.000,,4.91,33,33.0,112,4.45,7.48,
2021,Tedarrell Slaton,Florida,DT,76.00,330,9.125,32.625,,5.09,27,29.0,109,4.84,7.91,
2021,Brandon Smith,Iowa,WR,73.38,218,9.375,34.250,,4.64,21,39.0,130,,,
2021,DAnte Smith,East Carolina (NC),OG,77.38,305,10.000,35.250,,5.33,24,29.0,113,4.75,7.90,
2021,DeVonta Smith,Alabama,WR,72.25,170,9.250,31.875,,,,,131,,,
2021,Elerson Smith,Northern Iowa,DE,78.25,252,10.500,33.250,,4.78,26,41.5,127,4.39,7.11,
2021,James Smith,Cincinnati,P,76.75,231,8.875,32.625,,,,,123,,,
2021,Shi Smith,South Carolina,WR,69.50,186,9.750,31.875,,4.46,,36.0,123,4.22,6.79,
2021,Trey Smith,Tennessee,OG,77.50,321,10.000,33.750,,5.11,32,31.0,112,4.82,7.43,
2021,Zach Smith,Tulsa (OK),QB,75.38,222,9.375,32.375,,5.23,,29.5,111,4.52,7.26,
2021,Ihmir Smith-Marsette,Iowa,WR,72.75,181,9.750,30.750,,4.50,10,37.0,124,4.23,7.06,
2021,Charles Snowden,Virginia,OLB,78.38,243,9.500,34.000,,,21,,128,,,
2021,Dylan Soehner,Iowa State,TE,78.63,268,9.625,33.500,,4.86,,30.5,112,4.43,7.32,
2021,Kyle Spalding,San Diego State,OT,78.50,299,9.625,33.000,,5.40,18,25.5,101,4.88,7.90,
2021,Marquiss Spencer,Mississippi State,DT,75.63,301,9.500,33.125,,4.87,12,31.5,111,4.51,7.28,
2021,Benjamin St-Juste,Minnesota,CB,75.25,202,9.375,32.625,,4.55,11,34.5,119,4.01,6.63,
2021,Amon-Ra St. Brown,Southern California,WR,71.50,197,9.125,30.375,,4.61,20,38.5,127,4.26,6.90,
2021,Brandon Stephens,Southern Methodist (TX),CB,72.13,213,9.750,32.000,,4.44,19,38.0,127,4.29,6.99,
2021,Caden Sterns,Texas,FS,71.88,202,9.500,32.125,,4.41,14,42.0,128,4.13,6.96,
2021,JaCoby Stevens,Louisiana State,OLB,73.13,212,9.250,31.750,,4.62,,42.0,130,,,
2021,Marquez Stevenson,Houston,WR,70.13,180,8.625,31.500,,4.48,,33.0,122,4.21,6.86,
2021,Rhamondre Stevenson,Oklahoma,RB,71.63,231,9.000,30.250,,4.64,15,31.5,112,4.15,7.09,
2021,Brad Stewart,Florida,FS,72.13,195,9.000,31.500,,4.59,11,33.5,126,4.40,7.25,
2021,Darius Stills,West Virginia,DT,72.50,278,8.875,32.250,,4.98,23,32.5,110,4.49,7.18,
2021,Donovan Stiner,Florida,SS,73.50,205,8.875,31.375,,4.58,15,34.5,127,4.23,7.08,
2021,Eric Stokes,Georgia,CB,72.63,194,9.125,32.750,,4.31,14,38.5,128,4.36,6.96,
2021,Mason Stokke,Wisconsin,FB,74.13,242,9.500,31.625,,4.96,22,30.5,112,4.34,7.20,
2021,Jack Stoll,Nebraska,TE,75.75,247,10.000,33.125,,4.68,16,31.5,119,4.29,6.93,
2021,Dillon Stoner,Oklahoma State,WR,72.13,194,9.000,30.875,,4.57,16,37.0,123,4.18,6.95,
2021,Eli Stove,Auburn,WR,71.38,194,9.125,32.125,,4.54,14,30.5,119,4.40,7.34,
2021,Mike Strachan,Charleston (WV),WR,77.38,226,10.000,34.250,,4.54,20,35.0,127,4.36,6.96,
2021,Grant Stuard,Houston,OLB,71.63,225,9.375,30.250,,,28,,117,,,
2021,Elijah Sullivan,Kansas State,OLB,72.00,214,8.125,32.000,,4.69,13,,115,4.31,7.12,
2021,Chazz Surratt,North Carolina,ILB,74.13,229,9.625,30.250,,4.59,25,31.5,125,4.18,7.04,
2021,Sage Surratt,Wake Forest,WR,74.50,209,9.000,32.250,,4.70,,,115,4.25,,
2021,Patrick Surtain,Alabama,CB,74.00,208,10.000,32.500,,4.42,18,39.0,131,,,
2021,Keith Taylor,Washington,CB,74.25,187,9.500,31.125,,4.54,12,33.5,127,4.27,6.85,
2021,Ambry Thomas,Michigan,CB,71.88,191,8.625,32.250,,4.41,15,38.0,122,,,
2021,Zac Thomas,Appalachian State (NC),QB,72.63,205,8.750,31.500,,4.59,,30.0,115,4.35,7.08,
2021,Erroll Thompson,Mississippi State,ILB,72.50,239,9.875,32.875,,4.81,,30.5,114,4.56,7.66,
2021,Tariq Thompson,San Diego State,SS,70.75,204,8.625,30.500,,4.75,15,31.0,113,4.73,7.75,
2021,Kadarius Toney,Florida,WR,71.63,193,9.250,31.250,,4.38,9,39.5,136,4.23,6.88,
2021,Shaka Toney,Penn State,DE,74.50,242,9.500,33.000,,4.53,24,39.0,128,4.29,7.00,
2021,Khyiris Tonga,Brigham Young,DT,74.13,325,9.625,31.000,,5.10,35,28.0,105,4.73,7.83,
2021,Austin Trammell,Rice (TX),WR,70.13,181,9.500,28.125,,4.62,21,40.0,124,4.11,6.75,
2021,Kyle Trask,Florida,QB,77.25,236,10.125,33.000,,5.08,,31.5,113,4.38,7.08,
2021,Joe Tryon,Washington,DE,77.00,259,10.250,34.000,,4.68,22,35.0,116,4.36,7.18,
2021,Carl Tucker,Alabama,FB,73.50,249,9.250,33.125,,4.90,,31.5,117,4.57,7.75,
2021,Jay Tufele,Southern California,DT,74.13,305,9.375,32.500,,5.02,30,30.0,105,4.90,7.81,
2021,Syrus Tuitele,Frenso State (CA),OG,77.50,311,10.125,32.375,,5.21,36,26.0,94,4.91,8.19,
2021,Payton Turner,Houston,DE,77.50,268,10.500,35.375,,,23,35.5,118,4.31,7.01,
2021,Jaylen Twyman,Pittsburgh,DT,73.75,301,10.000,32.125,,5.40,40,32.5,104,,8.00,
2021,Christian Uphoff,Illinois State,SS,74.00,209,10.000,30.750,,4.64,17,33.0,120,4.38,7.09,
2021,Cole Van Lanen,Wisconsin,OT,76.25,305,9.750,33.375,,5.11,22,30.0,107,4.64,7.34,
2021,T.J. Vasher,Texas Tech,WR,77.63,203,10.250,35.625,,,,37.0,121,,,
2021,Tyler Vaughns,Southern California,WR,74.00,184,9.500,32.875,,4.69,7,31.5,120,4.40,7.15,
2021,Alijah Vera-Tucker,Southern California,OG,76.50,308,9.625,32.125,,5.13,32,32.0,106,4.63,7.70,
2021,Kary Vincent,Louisiana State,CB,69.75,185,8.875,30.250,,4.39,8,35.5,117,,,
2021,Gunnar Vogel,Northwestern,OT,78.25,306,10.125,34.250,,5.47,23,26.0,105,4.92,7.67,
2021,Jaylen Waddle,Alabama,WR,69.50,180,9.125,30.375,,,,,122,,,
2021,Lamont Wade,Penn State,FS,69.00,190,8.000,29.875,,4.46,,35.5,118,4.38,7.15,
2021,Shaun Wade,Ohio State,CB,72.63,196,9.250,33.500,,,,,122,,,
2021,Tylan Wallace,Oklahoma State,WR,71.38,194,9.750,30.375,,4.50,11,33.0,112,4.25,6.97,
2021,Garret Wallow,Texas Christian,OLB,73.63,220,9.500,30.875,,4.65,22,32.5,122,4.12,6.87,
2021,DeAndre Washington,Arkansas-Monticello,TE,74.25,247,9.000,32.000,,,,,119,,,
2021,Austin Watkins,Alabama-Birmingham,WR,73.50,209,9.625,31.750,,4.56,18,,133,,,
2021,Jamar Watson,Kentucky,OLB,73.88,241,9.500,32.375,,4.78,19,30.0,118,4.57,7.33,
2021,Rashad Weaver,Pittsburgh,DE,76.38,259,9.750,33.250,,4.88,20,32.0,114,4.26,6.97,
2021,Mark Webb,Georgia,CB,73.50,207,10.125,32.625,,4.61,,36.5,136,4.52,7.30,
2021,Pete Werner,Ohio State,OLB,74.88,238,9.000,33.250,,4.62,20,39.5,122,4.38,6.90,
2021,Brady White,Memphis,QB,73.00,210,10.125,31.500,,4.84,,29.0,118,4.33,6.97,
2021,Brendon White,Rutgers,SS,73.38,215,8.750,31.875,,4.66,19,34.5,112,4.33,6.82,
2021,Jarell White,Cincinnati,SS,68.75,202,8.875,29.750,,4.58,22,35.0,125,4.35,7.21,
2021,Lawrence White,Iowa State,FS,71.88,195,9.250,31.250,,4.62,14,33.5,120,4.38,7.12,
2021,James Wiggins,Cincinnati,FS,71.25,209,9.750,29.000,,4.42,22,38.0,127,,,
2021,Chris Wilcox,Brigham Young,CB,73.63,198,9.875,31.625,,4.39,,37.5,126,4.30,7.19,
2021,Rachad Wildgoose,Wisconsin,CB,71.25,197,9.375,31.125,,4.53,11,36.0,120,4.18,7.09,
2021,Avery Williams,Boise State,CB,68.38,187,9.000,28.750,,4.43,19,33.5,121,4.00,6.88,
2021,Javonte Williams,North Carolina,RB,69.63,212,9.375,30.875,,4.57,22,36.0,123,4.09,6.93,
2021,Marlon Williams,Central Florida,WR,71.25,209,8.875,31.000,,4.66,14,33.5,119,4.57,,
2021,Pooka Williams,Kansas,RB,69.63,170,9.750,30.875,,4.46,4,31.5,118,4.26,7.03,
2021,Rodarius Williams,Oklahoma State,CB,71.75,189,9.250,31.500,,4.53,14,36.5,123,4.18,6.95,
2021,Seth Williams,Auburn,WR,75.00,211,9.875,33.500,,4.49,12,37.0,124,4.43,7.20,
